"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","geobacillus_cnambio1","Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465","Geobacillus_thermodenitrificans_KCTC3902","Geobacillus_thermodenitrificans_K1041","Geobacillus_thermodenitrificans_ID-1","Geobacillus_thermodenitrificans_OS27","Geobacillus_thermodenitrificans_NG80-2","Geobacillus_thermodenitrificans_JSC_T9a","Geobacillus_thermodenitrificans_T12"
"KGENGAEB_01568","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","656","656","656.0","","KGENGAEB_01568","IJIGFOAD_01828","AHOIKHHK_01810","FDKLAMFJ_02071","HLMLLCKC_01601","MEBKDNAM_03589","NCBEONCI_03095","FLBMOKII_03653"
"KGENGAEB_01600","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","545","617","554.0","","KGENGAEB_01600","IJIGFOAD_01860","AHOIKHHK_02010","FDKLAMFJ_02103","HLMLLCKC_02888","MEBKDNAM_03551","NCBEONCI_03063","FLBMOKII_03599"
"KGENGAEB_01632","persistent","Uracil-DNA glycosylase","8","8","1.0","NA","NA","","","","689","689","689.0","","KGENGAEB_01632","IJIGFOAD_01892","AHOIKHHK_02042","FDKLAMFJ_02136","HLMLLCKC_02855","MEBKDNAM_03518","NCBEONCI_03031","FLBMOKII_03564"
"KGENGAEB_01664","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","632","632","632.0","","KGENGAEB_01664","IJIGFOAD_01924","AHOIKHHK_02074","FDKLAMFJ_02168","HLMLLCKC_02823","MEBKDNAM_03485","NCBEONCI_02998","FLBMOKII_03530"
"KGENGAEB_01696","persistent","ATP synthase gamma chain","8","8","1.0","NA","NA","","","","857","857","857.0","","KGENGAEB_01696","IJIGFOAD_01956","AHOIKHHK_02106","FDKLAMFJ_02200","HLMLLCKC_02791","MEBKDNAM_03453","NCBEONCI_02966","FLBMOKII_03498"
"KGENGAEB_01728","persistent","Flagellar basal-body rod protein FlgG","8","8","1.0","NA","NA","","","","821","821","821.0","","KGENGAEB_01728","IJIGFOAD_01988","AHOIKHHK_02135","FDKLAMFJ_02229","HLMLLCKC_02758","MEBKDNAM_03421","NCBEONCI_02825","FLBMOKII_03469"
"KGENGAEB_01760","persistent","6-phospho-beta-glucosidase GmuD","6","8","1.33","NA","NA","","","","488","1439","1200.88","","KGENGAEB_01760","IJIGFOAD_03537" "IJIGFOAD_02020","","FDKLAMFJ_02258","HLMLLCKC_00028","MEBKDNAM_03389" "MEBKDNAM_03388","NCBEONCI_02844",""
"KGENGAEB_01792","persistent","hypothetical protein","8","16","2.0","NA","NA","","","","947","971","959.0","","KGENGAEB_01786" "KGENGAEB_01792","IJIGFOAD_02046" "IJIGFOAD_02052","AHOIKHHK_02247" "AHOIKHHK_01835","FDKLAMFJ_02302" "FDKLAMFJ_02308","HLMLLCKC_00066" "HLMLLCKC_00072","MEBKDNAM_03343" "MEBKDNAM_03349","NCBEONCI_02885" "NCBEONCI_02879","FLBMOKII_03363" "FLBMOKII_03369"
"KGENGAEB_01824","persistent","Lactose transport system permease protein LacF","8","8","1.0","NA","NA","","","","935","935","935.0","","KGENGAEB_01824","IJIGFOAD_03458","AHOIKHHK_03284","FDKLAMFJ_00065","HLMLLCKC_03375","MEBKDNAM_01921","NCBEONCI_02498","FLBMOKII_02054"
"KGENGAEB_01856","persistent","dTDP-3%2C4-didehydro-2%2C6-dideoxy-alpha-D-glucose 3-reductase","8","15","1.88","NA","NA","","","","179","995","615.8","","KGENGAEB_01856" "KGENGAEB_01860","IJIGFOAD_03490" "IJIGFOAD_03494","AHOIKHHK_01421" "AHOIKHHK_01425","FDKLAMFJ_00099" "FDKLAMFJ_00103","HLMLLCKC_00774","MEBKDNAM_01889" "MEBKDNAM_01885","NCBEONCI_02466" "NCBEONCI_02462","FLBMOKII_01990" "FLBMOKII_01985"
"KGENGAEB_01888","persistent","Xylulose kinase","8","9","1.12","NA","NA","","","","1499","1499","1499.0","","KGENGAEB_01888","IJIGFOAD_00017" "IJIGFOAD_03524","AHOIKHHK_02346","FDKLAMFJ_00130","HLMLLCKC_00752","MEBKDNAM_01858","NCBEONCI_02434","FLBMOKII_01957"
"KGENGAEB_01920","persistent","PTS system fructose-specific EIIABC component","8","8","1.0","NA","NA","","","","1871","1871","1871.0","","KGENGAEB_01920","IJIGFOAD_00049","AHOIKHHK_02160","FDKLAMFJ_00163","HLMLLCKC_03089","MEBKDNAM_01825","NCBEONCI_02402","FLBMOKII_01922"
"KGENGAEB_02057","persistent","Para-nitrobenzyl esterase","8","8","1.0","NA","NA","","","","1490","1499","1492.25","","KGENGAEB_02057","IJIGFOAD_02231","AHOIKHHK_00698","FDKLAMFJ_02516","HLMLLCKC_03288","MEBKDNAM_03149","NCBEONCI_03128","FLBMOKII_03173"
"KGENGAEB_02090","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","938","938","938.0","","KGENGAEB_02090","IJIGFOAD_02199","AHOIKHHK_00668","FDKLAMFJ_02486","HLMLLCKC_03318","MEBKDNAM_03179","NCBEONCI_03158","FLBMOKII_03203"
"KGENGAEB_02122","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","266","266","266.0","","KGENGAEB_02122","IJIGFOAD_02167","AHOIKHHK_02708","FDKLAMFJ_02443","HLMLLCKC_03353","MEBKDNAM_03214","NCBEONCI_03193","FLBMOKII_03247"
"KGENGAEB_02154","persistent","putative lipid II flippase MurJ","8","8","1.0","NA","NA","","","","1526","1532","1529.0","","KGENGAEB_02154","IJIGFOAD_02134","AHOIKHHK_01344","FDKLAMFJ_02393","HLMLLCKC_02420","MEBKDNAM_03247","NCBEONCI_02579","FLBMOKII_03280"
"KGENGAEB_02186","persistent","Aryl-phospho-beta-D-glucosidase BglC","8","8","1.0","NA","NA","","","","1436","1436","1436.0","","KGENGAEB_02186","IJIGFOAD_02102","AHOIKHHK_01315","FDKLAMFJ_02360","HLMLLCKC_02461","MEBKDNAM_03280","NCBEONCI_02936","FLBMOKII_03310"
"KGENGAEB_02218","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","209","209","209.0","","KGENGAEB_02218","IJIGFOAD_01117","AHOIKHHK_01053","FDKLAMFJ_01315","HLMLLCKC_02525","MEBKDNAM_00691","NCBEONCI_01367","FLBMOKII_00784"
"KGENGAEB_02250","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","623","623","623.0","","KGENGAEB_02250","IJIGFOAD_01149","AHOIKHHK_01085","FDKLAMFJ_01347","HLMLLCKC_00218","MEBKDNAM_00658","NCBEONCI_01400","FLBMOKII_00751"
"KGENGAEB_02282","persistent","putative protein YhaP","8","8","1.0","NA","NA","","","","1229","1229","1229.0","","KGENGAEB_02282","IJIGFOAD_01181","AHOIKHHK_00495","FDKLAMFJ_01379","HLMLLCKC_00186","MEBKDNAM_00626","NCBEONCI_01432","FLBMOKII_00719"
"KGENGAEB_02314","persistent","Peptide transporter CstA","8","8","1.0","NA","NA","","","","2078","2078","2078.0","","KGENGAEB_02314","IJIGFOAD_01213","AHOIKHHK_00463","FDKLAMFJ_01411","HLMLLCKC_00154","MEBKDNAM_00594","NCBEONCI_01464","FLBMOKII_00687"
"KGENGAEB_02346","persistent","tRNA (cytidine(34)-2'-O)-methyltransferase","8","8","1.0","NA","NA","","","","473","473","473.0","","KGENGAEB_02346","IJIGFOAD_01245","AHOIKHHK_02645","FDKLAMFJ_01444","HLMLLCKC_00122","MEBKDNAM_00562","NCBEONCI_01497","FLBMOKII_00653"
"KGENGAEB_02384","persistent","Acylphosphatase","8","8","1.0","NA","NA","","","","284","284","284.0","","KGENGAEB_02384","IJIGFOAD_01382","AHOIKHHK_01737","FDKLAMFJ_01616","HLMLLCKC_00828","MEBKDNAM_00425","NCBEONCI_02645","FLBMOKII_00483"
"KGENGAEB_02416","persistent","Lysine 6-dehydrogenase","8","8","1.0","NA","NA","","","","1160","1160","1160.0","","KGENGAEB_02416","IJIGFOAD_01414","AHOIKHHK_02443","FDKLAMFJ_01648","HLMLLCKC_00796","MEBKDNAM_00392","NCBEONCI_02677","FLBMOKII_00451"
"KGENGAEB_02448","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","167","167","167.0","","KGENGAEB_02448","IJIGFOAD_01446","","","HLMLLCKC_03064","","",""
"KGENGAEB_02480","persistent","Molybdopterin synthase catalytic subunit","8","8","1.0","NA","NA","","","","467","467","467.0","","KGENGAEB_02480","IJIGFOAD_01070","AHOIKHHK_01004","FDKLAMFJ_01265","HLMLLCKC_02568","MEBKDNAM_00735","NCBEONCI_01320","FLBMOKII_00827"
"KGENGAEB_02512","persistent","Regulatory protein Spx","8","8","1.0","NA","NA","","","","398","398","398.0","","KGENGAEB_02512","IJIGFOAD_01038","AHOIKHHK_00972","FDKLAMFJ_01233","HLMLLCKC_02600","MEBKDNAM_00769","NCBEONCI_01288","FLBMOKII_00859"
"KGENGAEB_02544","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","206","206","206.0","","KGENGAEB_02544","IJIGFOAD_01006","AHOIKHHK_00940","FDKLAMFJ_01201","HLMLLCKC_02633","MEBKDNAM_00801","NCBEONCI_01256","FLBMOKII_00891"
"KGENGAEB_02588","persistent","Thermostable monoacylglycerol lipase","8","8","1.0","NA","NA","","","","698","698","698.0","","KGENGAEB_02588","IJIGFOAD_01589","AHOIKHHK_01172","FDKLAMFJ_01827","HLMLLCKC_01301","MEBKDNAM_00227","NCBEONCI_03450","FLBMOKII_00255"
"KGENGAEB_02652","persistent","ECF RNA polymerase sigma factor SigW","8","8","1.0","NA","NA","","","","452","572","555.88","","KGENGAEB_02652","IJIGFOAD_01653","AHOIKHHK_02983","FDKLAMFJ_01895","HLMLLCKC_02684","MEBKDNAM_00175","NCBEONCI_03516","FLBMOKII_00179"
"KGENGAEB_02691","cloud","Nisin biosynthesis protein NisB","5","5","1.0","NA","NA","","","","3140","3140","3140.0","","KGENGAEB_02691","IJIGFOAD_01510","","FDKLAMFJ_01745","","MEBKDNAM_00309","NCBEONCI_02764",""
"KGENGAEB_02723","persistent","L-cystine uptake protein TcyP","8","8","1.0","NA","NA","","","","1385","1385","1385.0","","KGENGAEB_02723","IJIGFOAD_01478","AHOIKHHK_01952","FDKLAMFJ_01709","HLMLLCKC_01582","MEBKDNAM_00341","NCBEONCI_02734","FLBMOKII_00382"
"KGENGAEB_02755","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","362","395","390.88","","KGENGAEB_02755","IJIGFOAD_03309","AHOIKHHK_02391","FDKLAMFJ_03595","HLMLLCKC_02124","MEBKDNAM_02091","NCBEONCI_03382","FLBMOKII_02202"
"KGENGAEB_02788","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","158","158","158.0","","KGENGAEB_02788","IJIGFOAD_03276","AHOIKHHK_01363","FDKLAMFJ_03560","HLMLLCKC_01532","MEBKDNAM_02126","NCBEONCI_03348","FLBMOKII_02236"
"KGENGAEB_02821","persistent","General stress protein 13","8","8","1.0","NA","NA","","","","365","365","365.0","","KGENGAEB_02821","IJIGFOAD_02420","AHOIKHHK_00596","FDKLAMFJ_02644","HLMLLCKC_00714","MEBKDNAM_03025","NCBEONCI_03233","FLBMOKII_03052"
"KGENGAEB_02853","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","239","239","239.0","","KGENGAEB_02853","IJIGFOAD_02388","AHOIKHHK_00628","FDKLAMFJ_02612","HLMLLCKC_00682","MEBKDNAM_03057","NCBEONCI_03264","FLBMOKII_03084"
"KGENGAEB_02917","persistent","Galactarate dehydratase (L-threo-forming)","8","8","1.0","NA","NA","","","","320","320","320.0","","KGENGAEB_02917","IJIGFOAD_03422","AHOIKHHK_03325","FDKLAMFJ_00024","HLMLLCKC_03421","MEBKDNAM_01956","NCBEONCI_02535","FLBMOKII_02091"
"KGENGAEB_02949","persistent","Sensor histidine kinase LiaS","8","8","1.0","NA","NA","","","","1025","1025","1025.0","","KGENGAEB_02949","IJIGFOAD_01322","AHOIKHHK_03040","FDKLAMFJ_01534","HLMLLCKC_01411","MEBKDNAM_00485","NCBEONCI_01563","FLBMOKII_00559"
"KGENGAEB_02981","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","533","533","533.0","","KGENGAEB_02981","IJIGFOAD_01290","AHOIKHHK_02308","FDKLAMFJ_01502","HLMLLCKC_01444","MEBKDNAM_00517","NCBEONCI_01531","FLBMOKII_00593"
"KGENGAEB_03013","persistent","DNA-directed RNA polymerase subunit alpha","8","8","1.0","NA","NA","","","","944","944","944.0","","KGENGAEB_03013","IJIGFOAD_01676","AHOIKHHK_00787","FDKLAMFJ_01918","HLMLLCKC_02049","MEBKDNAM_00150","NCBEONCI_01585","FLBMOKII_00154"
"KGENGAEB_03045","persistent","30S ribosomal protein S12","8","8","1.0","NA","NA","","","","422","422","422.0","","KGENGAEB_03045","IJIGFOAD_01708","AHOIKHHK_00755","FDKLAMFJ_01950","HLMLLCKC_01665","MEBKDNAM_00118","NCBEONCI_01617","FLBMOKII_00122"
"KGENGAEB_03109","persistent","hypothetical protein","6","6","1.0","NA","NA","","","","317","317","317.0","","KGENGAEB_03109","IJIGFOAD_03376","","","HLMLLCKC_03467","MEBKDNAM_02004","NCBEONCI_01738","FLBMOKII_02137"
"KGENGAEB_03141","persistent","General stress protein CTC","8","8","1.0","NA","NA","","","","632","632","632.0","","KGENGAEB_03141","IJIGFOAD_01775","AHOIKHHK_02448","FDKLAMFJ_02017","HLMLLCKC_01934","MEBKDNAM_00051","NCBEONCI_01667","FLBMOKII_00053"
"KGENGAEB_03205","persistent","Guanine/hypoxanthine permease PbuG","8","8","1.0","NA","NA","","","","1325","1325","1325.0","","KGENGAEB_03205","IJIGFOAD_01543","AHOIKHHK_01948","FDKLAMFJ_01781","HLMLLCKC_02906","MEBKDNAM_00275","NCBEONCI_01782","FLBMOKII_00304"
"KGENGAEB_03305","persistent","putative serine/threonine-protein kinase YabT","8","8","1.0","NA","NA","","","","977","977","977.0","","KGENGAEB_03305","IJIGFOAD_01759","AHOIKHHK_01867","FDKLAMFJ_02001","HLMLLCKC_02009","MEBKDNAM_00067","NCBEONCI_01683","FLBMOKII_00070"
"IJIGFOAD_00098","persistent","L-threonine dehydratase biosynthetic IlvA","8","8","1.0","NA","NA","","","","1052","1271","1243.62","","KGENGAEB_01969","IJIGFOAD_00098","AHOIKHHK_02224","FDKLAMFJ_00227","HLMLLCKC_03152","MEBKDNAM_01764","NCBEONCI_02337","FLBMOKII_01857"
"IJIGFOAD_00169","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","137","137","137.0","","KGENGAEB_00921","IJIGFOAD_00169","AHOIKHHK_01771","FDKLAMFJ_00289","HLMLLCKC_00853","MEBKDNAM_01670","NCBEONCI_02237","FLBMOKII_01790"
"IJIGFOAD_00201","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","164","164","164.0","","KGENGAEB_00953","IJIGFOAD_00201","AHOIKHHK_03394","FDKLAMFJ_00324","HLMLLCKC_00886","MEBKDNAM_01634","NCBEONCI_02203","FLBMOKII_01749"
"IJIGFOAD_00233","persistent","hypothetical protein","6","6","1.0","NA","NA","","","","539","539","539.0","","KGENGAEB_00985","IJIGFOAD_00233","","","HLMLLCKC_00918","MEBKDNAM_01602","NCBEONCI_02171","FLBMOKII_01717"
"IJIGFOAD_00364","persistent","Cytochrome c oxidase subunit 2","8","8","1.0","NA","NA","","","","470","470","470.0","","KGENGAEB_01115","IJIGFOAD_00364","AHOIKHHK_01532","FDKLAMFJ_00486","HLMLLCKC_01048","MEBKDNAM_01472","NCBEONCI_02040","FLBMOKII_01586"
"IJIGFOAD_00396","persistent","Small%2C acid-soluble spore protein H","8","8","1.0","NA","NA","","","","179","179","179.0","","KGENGAEB_01147","IJIGFOAD_00396","AHOIKHHK_02281","FDKLAMFJ_00518","HLMLLCKC_01080","MEBKDNAM_01440","NCBEONCI_02008","FLBMOKII_01552"
"IJIGFOAD_00428","persistent","Vitamin B12 import ATP-binding protein BtuD","8","8","1.0","NA","NA","","","","980","980","980.0","","KGENGAEB_01179","IJIGFOAD_00428","AHOIKHHK_01994","FDKLAMFJ_00551","HLMLLCKC_01112","MEBKDNAM_01409","NCBEONCI_01976","FLBMOKII_01520"
"IJIGFOAD_00460","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","737","737","737.0","","KGENGAEB_01211","IJIGFOAD_00460","AHOIKHHK_01107","FDKLAMFJ_00585","HLMLLCKC_01144","MEBKDNAM_01377","NCBEONCI_01922","FLBMOKII_01487"
"KGENGAEB_01955","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","179","179","179.0","","KGENGAEB_01955","IJIGFOAD_00084","AHOIKHHK_02211","FDKLAMFJ_00213","HLMLLCKC_03138","MEBKDNAM_01778","NCBEONCI_02351","FLBMOKII_01871"
"KGENGAEB_02026","cloud","Apulose-4-phosphate transketolase subunit A","3","3","1.0","NA","NA","","","","842","842","842.0","","KGENGAEB_02026","IJIGFOAD_00155","","","","","NCBEONCI_02250",""
"KGENGAEB_02092","persistent","HPr kinase/phosphorylase","8","8","1.0","NA","NA","","","","929","929","929.0","","KGENGAEB_02092","IJIGFOAD_02197","AHOIKHHK_00666","FDKLAMFJ_02484","HLMLLCKC_03320","MEBKDNAM_03181","NCBEONCI_03160","FLBMOKII_03205"
"KGENGAEB_02124","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","437","437","437.0","","KGENGAEB_02124","IJIGFOAD_02165","AHOIKHHK_02710","FDKLAMFJ_02441","HLMLLCKC_03355","MEBKDNAM_03216","NCBEONCI_03195","FLBMOKII_03249"
"KGENGAEB_02156","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","1919","1919","1919.0","","KGENGAEB_02156","IJIGFOAD_02132","","FDKLAMFJ_02391","","MEBKDNAM_03249","",""
"KGENGAEB_02188","persistent","putative FAD-linked oxidoreductase","8","8","1.0","NA","NA","","","","1367","1367","1367.0","","KGENGAEB_02188","IJIGFOAD_02100","AHOIKHHK_01314","FDKLAMFJ_02359","HLMLLCKC_02460","MEBKDNAM_03281","NCBEONCI_02935","FLBMOKII_03311"
"KGENGAEB_02220","cloud","Heme-degrading monooxygenase HmoA","5","5","1.0","NA","NA","","","","350","350","350.0","","KGENGAEB_02220","IJIGFOAD_01119","AHOIKHHK_01055","FDKLAMFJ_01317","HLMLLCKC_02523","","",""
"KGENGAEB_02252","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","194","194","194.0","","KGENGAEB_02252","IJIGFOAD_01151","AHOIKHHK_01087","FDKLAMFJ_01349","HLMLLCKC_00216","MEBKDNAM_00656","NCBEONCI_01402","FLBMOKII_00749"
"KGENGAEB_02284","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","185","185","185.0","","KGENGAEB_02284","IJIGFOAD_01183","AHOIKHHK_00493","FDKLAMFJ_01381","HLMLLCKC_00184","MEBKDNAM_00624","NCBEONCI_01434","FLBMOKII_00717"
"KGENGAEB_02316","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","692","692","692.0","","KGENGAEB_02316","IJIGFOAD_01215","AHOIKHHK_00461","FDKLAMFJ_01413","HLMLLCKC_00152","MEBKDNAM_00592","NCBEONCI_01466","FLBMOKII_00685"
"KGENGAEB_02348","persistent","Epoxyqueuosine reductase","8","8","1.0","NA","NA","","","","1142","1142","1142.0","","KGENGAEB_02348","IJIGFOAD_01247","AHOIKHHK_02643","FDKLAMFJ_01446","HLMLLCKC_00120","MEBKDNAM_00560","NCBEONCI_01499","FLBMOKII_00651"
"KGENGAEB_02622","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","122","122","122.0","","KGENGAEB_02622","IJIGFOAD_01623","AHOIKHHK_03191","FDKLAMFJ_01861","HLMLLCKC_01336","","NCBEONCI_03484","FLBMOKII_00221"
"KGENGAEB_02790","persistent","Small%2C acid-soluble spore protein H","8","8","1.0","NA","NA","","","","182","182","182.0","","KGENGAEB_02790","IJIGFOAD_03274","AHOIKHHK_01361","FDKLAMFJ_03558","HLMLLCKC_01530","MEBKDNAM_02127","NCBEONCI_03346","FLBMOKII_02238"
"KGENGAEB_02823","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","500","500","500.0","","KGENGAEB_02823","IJIGFOAD_02418","AHOIKHHK_00598","FDKLAMFJ_02642","HLMLLCKC_00712","MEBKDNAM_03027","NCBEONCI_03235","FLBMOKII_03054"
"KGENGAEB_02855","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","332","332","332.0","","KGENGAEB_02855","IJIGFOAD_02386","AHOIKHHK_00630","FDKLAMFJ_02610","HLMLLCKC_00680","MEBKDNAM_03059","NCBEONCI_03266","FLBMOKII_03086"
"KGENGAEB_02887","persistent","Benzoate--CoA ligase","8","8","1.0","NA","NA","","","","1589","1589","1589.0","","KGENGAEB_02887","IJIGFOAD_03392","AHOIKHHK_03401","FDKLAMFJ_03687","HLMLLCKC_03451","MEBKDNAM_01988","NCBEONCI_01824","FLBMOKII_02121"
"KGENGAEB_03079","persistent","hypothetical protein","6","6","1.0","NA","NA","","","","167","167","167.0","","KGENGAEB_03079","IJIGFOAD_03346","AHOIKHHK_03233","FDKLAMFJ_03627","","MEBKDNAM_02053","NCBEONCI_03418",""
"KGENGAEB_03111","persistent","hypothetical protein","6","6","1.0","NA","NA","","","","137","137","137.0","","KGENGAEB_03111","IJIGFOAD_03378","","","HLMLLCKC_03465","MEBKDNAM_02002","NCBEONCI_01740","FLBMOKII_02135"
"KGENGAEB_03143","persistent","Anti-sigma-F factor Fin","8","8","1.0","NA","NA","","","","230","230","230.0","","KGENGAEB_03143","IJIGFOAD_01773","AHOIKHHK_02446","FDKLAMFJ_02015","HLMLLCKC_01932","MEBKDNAM_00053","NCBEONCI_01669","FLBMOKII_00055"
"KGENGAEB_03175","persistent","Methionine-binding lipoprotein MetQ","8","8","1.0","NA","NA","","","","851","851","851.0","","KGENGAEB_03175","IJIGFOAD_02282","AHOIKHHK_02731","FDKLAMFJ_02569","HLMLLCKC_03236","MEBKDNAM_03097","NCBEONCI_03304","FLBMOKII_03121"
"KGENGAEB_03239","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","218","218","218.0","","KGENGAEB_03239","IJIGFOAD_02349","AHOIKHHK_03484","","","","",""
"IJIGFOAD_00035","persistent","Fe(2+) transporter FeoB","8","8","1.0","NA","NA","","","","1994","1994","1994.0","","KGENGAEB_01906","IJIGFOAD_00035","AHOIKHHK_02328","FDKLAMFJ_00149","HLMLLCKC_00734","MEBKDNAM_01839","NCBEONCI_02416","FLBMOKII_01936"
"IJIGFOAD_00067","persistent","Thermostable monoacylglycerol lipase","8","8","1.0","NA","NA","","","","749","749","749.0","","KGENGAEB_01938","IJIGFOAD_00067","AHOIKHHK_02177","FDKLAMFJ_00180","HLMLLCKC_03106","MEBKDNAM_01809","NCBEONCI_02385","FLBMOKII_01904"
"IJIGFOAD_00171","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","248","248","248.0","","KGENGAEB_00923","IJIGFOAD_00171","AHOIKHHK_01773","FDKLAMFJ_00291","HLMLLCKC_00855","MEBKDNAM_01668","NCBEONCI_02235","FLBMOKII_01788"
"IJIGFOAD_00270","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","746","746","746.0","","KGENGAEB_01021","IJIGFOAD_00270","AHOIKHHK_01627","FDKLAMFJ_00391","HLMLLCKC_00954","MEBKDNAM_01566","NCBEONCI_02135","FLBMOKII_01681"
"IJIGFOAD_00462","persistent","PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component","6","6","1.0","NA","NA","","","","1898","1898","1898.0","","KGENGAEB_01213","IJIGFOAD_00462","AHOIKHHK_01109","FDKLAMFJ_00587","HLMLLCKC_01146","","NCBEONCI_01920",""
"IJIGFOAD_00559","persistent","Transcriptional regulatory protein DagR","8","8","1.0","NA","NA","","","","2684","2684","2684.0","","KGENGAEB_00423","IJIGFOAD_00559","AHOIKHHK_01246","FDKLAMFJ_00700","HLMLLCKC_03036","MEBKDNAM_01279","NCBEONCI_00816","FLBMOKII_01385"
"IJIGFOAD_00591","persistent","tRNA dimethylallyltransferase","8","8","1.0","NA","NA","","","","947","947","947.0","","KGENGAEB_00391","IJIGFOAD_00591","AHOIKHHK_01215","FDKLAMFJ_00731","HLMLLCKC_03005","MEBKDNAM_01248","NCBEONCI_00847","FLBMOKII_01354"
"IJIGFOAD_00623","persistent","Translocation-enhancing protein TepA","8","8","1.0","NA","NA","","","","737","737","737.0","","KGENGAEB_00359","IJIGFOAD_00623","AHOIKHHK_00564","FDKLAMFJ_00763","HLMLLCKC_02973","MEBKDNAM_01215","NCBEONCI_00879","FLBMOKII_01322"
"IJIGFOAD_00655","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","245","245","245.0","","KGENGAEB_00327","IJIGFOAD_00655","AHOIKHHK_00532","FDKLAMFJ_00795","HLMLLCKC_02941","MEBKDNAM_01183","NCBEONCI_00911","FLBMOKII_01290"
"IJIGFOAD_00719","persistent","putative protein","8","8","1.0","NA","NA","","","","1670","1670","1670.0","","KGENGAEB_00263","IJIGFOAD_00719","AHOIKHHK_02836","FDKLAMFJ_00859","HLMLLCKC_01738","MEBKDNAM_01117","NCBEONCI_00976","FLBMOKII_01226"
"IJIGFOAD_00943","persistent","o-succinylbenzoate synthase","8","8","1.0","NA","NA","","","","1127","1127","1127.0","","KGENGAEB_00039","IJIGFOAD_00943","AHOIKHHK_00209","FDKLAMFJ_01117","HLMLLCKC_01472","MEBKDNAM_00895","NCBEONCI_01196","FLBMOKII_00976"
"IJIGFOAD_01008","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","224","224","224.0","","KGENGAEB_02542","IJIGFOAD_01008","AHOIKHHK_00942","FDKLAMFJ_01203","HLMLLCKC_02631","MEBKDNAM_00799","NCBEONCI_01258","FLBMOKII_00889"
"IJIGFOAD_01104","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","131","131","131.0","","KGENGAEB_03215","IJIGFOAD_01104","AHOIKHHK_01038","FDKLAMFJ_01300","HLMLLCKC_02534","MEBKDNAM_00702","NCBEONCI_01354","FLBMOKII_00793"
"IJIGFOAD_01285","persistent","Heme-binding protein A","8","9","1.12","NA","NA","","","","317","1604","1412.67","","KGENGAEB_02986","IJIGFOAD_01285","AHOIKHHK_02303" "AHOIKHHK_02304","FDKLAMFJ_01498","HLMLLCKC_01448","MEBKDNAM_00522","NCBEONCI_01527","FLBMOKII_00597"
